area_type,bath,balcony,price,availability_refined,availibility_due,size_bhk,scale,total_sqft_refined
Super built-up  Area,2,1,30,Ready To Move,,2,1,850
Built-up  Area,2,2,63,Ready To Move,,2,1,1020
Built-up  Area,2,2,50,Ready To Move,,2,1,1100
Super built-up  Area,2,2,126,Ready To Move,,2,1,1150
Super built-up  Area,2,2,130,Under Construction,Dec,3,1,1760
Super built-up  Area,3,3,110,Ready To Move,,3,1,1800
Super built-up  Area,2,1,54,Ready To Move,,2,1,1070
Plot  Area,4,2,220,Ready To Move,,4,1,1500
Plot  Area,2,0,95,Ready To Move,,2,1,1440
Super built-up  Area,2,1,40,Ready To Move,,2,1,900
Built-up  Area,4,1,230,Ready To Move,,4,1,1200
Super built-up  Area,2,1,42.16,Under Construction,May,2,1,1130
Super built-up  Area,2,1,165,Ready To Move,,2,1,1320
Super built-up  Area,2,1,98,Under Construction,Jun,2,1,1270
Built-up  Area,2,1,62,Ready To Move,,2,1,1200
Super built-up  Area,4,,235,Ready To Move,,4,1,4800
Super built-up  Area,2,1,74,Ready To Move,,2,1,1200
Super built-up  Area,2,0,50.17,Ready To Move,,2,1,929
Built-up  Area,4,2,260,Ready To Move,,4,1,1150
Plot  Area,4,3,180,Ready To Move,,4,1,1125
Plot  Area,3,2,65,Ready To Move,,5,1,500
Plot  Area,5,2,190,Ready To Move,,5,1,1200
Super built-up  Area,3,2,56,Ready To Move,,3,1,1464
Super built-up  Area,4,3,400,Ready To Move,,4,1,3600
Plot  Area,4,2,99,Ready To Move,,4,1,2000
Super built-up  Area,2,1,49,Ready To Move,,2,1,1208
Super built-up  Area,2,2,60,Ready To Move,,2,1,1130
Super built-up  Area,3,2,120,Ready To Move,,3,1,1753
Super built-up  Area,7,3,337,Ready To Move,,5,1,4500
Plot  Area,3,2,58,Ready To Move,,3,1,600
Super built-up  Area,2,2,94.42,Under Construction,Jun,2,1,1196
Built-up  Area,3,3,52.5,Ready To Move,,2,1,1150
Super built-up  Area,2,1,63,Under Construction,Apr,2,1,1128
Super built-up  Area,2,1,53,Ready To Move,,2,1,1000
Super built-up  Area,2,1,45,Ready To Move,,2,1,1035
Built-up  Area,2,1,32,Ready To Move,,2,1,950
Super built-up  Area,2,1,36,Ready To Move,,3,1,1075
Super built-up  Area,2,1,48.5,Ready To Move,,2,1,1040
Plot  Area,2,1,45,Under Construction,Oct,2,1,720
Super built-up  Area,3,1,95,Ready To Move,,3,1,1511
Built-up  Area,3,1,58,Ready To Move,,3,1,1300
Super built-up  Area,3,1,68.75,Under Construction,Dec,3,1,1545
Built-up  Area,2,0,26,Ready To Move,,1,1,375
Super built-up  Area,2,3,38,Ready To Move,,2,1,1062
Super built-up  Area,2,1,40,Ready To Move,,2,1,1115
Super built-up  Area,2,1,35,Ready To Move,,2,1,1000
Super built-up  Area,2,1,45,Under Construction,May,2,1,883
Super built-up  Area,2,1,70,Under Construction,Apr,2,1,1195
Plot  Area,3,1,165,Ready To Move,,4,1,1200
Built-up  Area,1,0,41,Ready To Move,,1,1,700
Super built-up  Area,2,1,67,Ready To Move,,2,1,1246
Plot  Area,4,2,90,Ready To Move,,4,1,660
Plot  Area,4,2,145,Ready To Move,,4,1,8500
Super built-up  Area,4,1,80,Ready To Move,,4,1,1600
Super built-up  Area,5,3,154,Under Construction,Dec,4,1,2805
Super built-up  Area,3,,65,Ready To Move,,3,1,1584
Plot  Area,5,1,275,Ready To Move,,4,1,3000
Built-up  Area,2,2,48,Ready To Move,,3,1,1175
Built-up  Area,3,2,115,Under Construction,Jul,3,1,1595
Super built-up  Area,2,2,110,Ready To Move,,2,1,1353
Super built-up  Area,3,2,125,Under Construction,Apr,3,1,1599
Super built-up  Area,2,1,70,Ready To Move,,2,1,1150
Super built-up  Area,6,1,465,Under Construction,Dec,4,1,5230
Super built-up  Area,2,2,42.74,Ready To Move,,2,1,1155
Built-up  Area,2,0,85,Ready To Move,,1,1,1200
Super built-up  Area,2,1,25,Under Construction,Jul,2,1,1000
Super built-up  Area,4,,120,Ready To Move,,4,1,3000
Built-up  Area,3,1,160,Ready To Move,,3,1,1867
Super built-up  Area,2,1,47,Under Construction,Jun,2,1,1251
Super built-up  Area,2,1,45.5,Under Construction,Apr,2,1,1028
Super built-up  Area,2,2,45,Ready To Move,,2,1,1222
Super built-up  Area,2,1,66,Ready To Move,,3,1,1170
Super built-up  Area,4,1,245,Ready To Move,,3,1,2400
Super built-up  Area,2,2,48.48,Ready To Move,,3,1,1385
Super built-up  Area,2,1,68,Ready To Move,,2,1,1372
Super built-up  Area,2,2,49,Ready To Move,,3,1,1282
Super built-up  Area,9,3,210,Ready To Move,,9,1,5000
Built-up  Area,3,1,528,Ready To Move,,5,1,3000
Super built-up  Area,2,1,39.73,Ready To Move,,2,1,1135
Built-up  Area,3,2,101,Under Construction,Dec,3,1,1768
Built-up  Area,2,1,90,Ready To Move,,3,1,1325
Super built-up  Area,3,2,99,Under Construction,Apr,3,1,1599
Plot  Area,3,1,61.95,Under Construction,Mar,3,1,1500
Plot  Area,3,0,499,Ready To Move,,3,1,2610
Super built-up  Area,2,2,63,Ready To Move,,2,1,1286
Built-up  Area,5,1,140,Ready To Move,,5,1,2845
Super built-up  Area,2,,50,Ready To Move,,3,1,1600
Super built-up  Area,2,0,63.77,Under Construction,Sep,2,1,1317.5
Super built-up  Area,5,2,260,Ready To Move,,3,1,3450
Super built-up  Area,2,2,53.67,Under Construction,Apr,2,1,1102
Super built-up  Area,2,2,54,Ready To Move,,2,1,1350
Super built-up  Area,2,2,42,Ready To Move,,3,1,1200
Plot  Area,6,0,145,Ready To Move,,6,1,1300
Plot  Area,1,1,80,Ready To Move,,2,1,1800
Built-up  Area,2,1,40,Ready To Move,,2,1,950
Super built-up  Area,1,1,27.25,Under Construction,Dec,1,1,525
Built-up  Area,2,1,25,Ready To Move,,2,1,656
Plot  Area,4,3,175,Ready To Move,,4,1,1780
Super built-up  Area,2,1,80,Ready To Move,,2,1,1056
Super built-up  Area,1,1,33.32,Under Construction,Feb,1,1,595
Built-up  Area,2,2,50,Ready To Move,,2,1,1080
Super built-up  Area,3,1,160,Under Construction,Dec,3,1,2225
Super built-up  Area,2,1,28.15,Under Construction,Aug,2,1,1126
Super built-up  Area,3,1,84,Ready To Move,,3,1,1490
Plot  Area,4,1,300,Ready To Move,,4,1,2000
Super built-up  Area,3,3,100,Ready To Move,,3,1,1550
Super built-up  Area,3,2,86,Ready To Move,,3,1,1600
Built-up  Area,2,1,55,Ready To Move,,2,1,1160
Built-up  Area,4,3,315,Ready To Move,,4,1,4144
Super built-up  Area,3,2,125,Ready To Move,,3,1,2100
Super built-up  Area,2,1,69.3,Ready To Move,,2,1,1404
Plot  Area,4,3,225,Ready To Move,,4,1,2230
Super built-up  Area,3,,120,Ready To Move,,3,1,1544
Super built-up  Area,2,1,58.7,Under Construction,May,3,1,1305
Super built-up  Area,2,2,80,Ready To Move,,2,1,1230
Plot  Area,2,0,65,Ready To Move,,2,1,1200
Super built-up  Area,3,1,73,Ready To Move,,3,1,1460
Built-up  Area,2,3,45,Ready To Move,,2,1,967
Built-up  Area,1,1,36,Ready To Move,,1,1,540
Super built-up  Area,1,2,46,Under Construction,Dec,1,1,715
Super built-up  Area,3,2,313,Ready To Move,,3,1,2500
Super built-up  Area,3,1,180,Ready To Move,,3,1,1578
Super built-up  Area,2,1,48.95,Ready To Move,,2,1,1020
Super built-up  Area,2,1,40,Ready To Move,,2,1,1020
Super built-up  Area,2,1,102,Ready To Move,,2,1,1253
Super built-up  Area,2,2,42,Ready To Move,,2,1,1180
Super built-up  Area,2,2,38,Ready To Move,,2,1,961
Built-up  Area,3,3,75,Ready To Move,,3,1,1419
Super built-up  Area,3,2,150,Ready To Move,,3,1,1709
Plot  Area,2,0,115,Ready To Move,,2,1,1600
Super built-up  Area,1,1,18.5,Under Construction,Jul,1,1,416
Carpet  Area,2,2,98,Ready To Move,,2,1,1100
Super built-up  Area,2,1,65,Ready To Move,,3,1,1430
Super built-up  Area,2,2,45,Ready To Move,,2,1,1260
Built-up  Area,3,2,85,Ready To Move,,3,1,1630
Super built-up  Area,3,2,44.71,Under Construction,May,3,1,1249
Super built-up  Area,2,3,85,Ready To Move,,3,1,1450
Super built-up  Area,3,1,223,Under Construction,Nov,3,1,2791
Super built-up  Area,1,0,90,Ready To Move,,1,1,600
Built-up  Area,1,1,60,Ready To Move,,1,1,834
Plot  Area,4,1,70,Ready To Move,,3,1,1125
Super built-up  Area,3,2,140,Ready To Move,,3,1,2060
Super built-up  Area,7,3,2200,Under Construction,Jan,7,1,12000
Built-up  Area,2,1,25,Ready To Move,,2,1,891
Super built-up  Area,2,1,49.07,Ready To Move,,2,1,1133
Built-up  Area,2,1,37,Ready To Move,,3,1,1075
Super built-up  Area,5,2,260,Under Construction,May,4,1,3000
Plot  Area,5,2,425,Ready To Move,,4,1,2440
Built-up  Area,2,2,55,Ready To Move,,2,1,1200
Super built-up  Area,2,2,45.8,Ready To Move,,2,1,1075
Super built-up  Area,2,2,40,Ready To Move,,2,1,1140
Plot  Area,4,2,150,Ready To Move,,5,1,940
Plot  Area,5,1,250,Ready To Move,,6,1,2160
Super built-up  Area,2,1,42,Ready To Move,,2,1,1090
Built-up  Area,4,1,70,Ready To Move,,4,1,1500
Super built-up  Area,4,2,360,Ready To Move,,4,1,4104
Super built-up  Area,3,,100,Ready To Move,,3,1,1790
Super built-up  Area,3,2,134,Under Construction,Dec,3,1,1920
Built-up  Area,2,2,95,Ready To Move,,2,1,1374
Carpet  Area,3,2,95,Ready To Move,,3,1,1445
Super built-up  Area,1,1,36,Under Construction,Dec,1,1,711
Super built-up  Area,3,3,95,Ready To Move,,3,1,1500
Super built-up  Area,3,3,100,Ready To Move,,3,1,1720
Super built-up  Area,3,2,60,Ready To Move,,3,1,1400
Built-up  Area,2,2,49,Ready To Move,,2,1,1030
Super built-up  Area,2,1,85,Ready To Move,,2,1,1200
Carpet  Area,3,2,70,Under Construction,Jul,3,1,1375
Plot  Area,1,,56,Ready To Move,,2,1,1050
Super built-up  Area,3,2,160,Ready To Move,,3,1,2250
Super built-up  Area,2,2,50,Ready To Move,,2,1,1000
Super built-up  Area,1,0,25,Ready To Move,,1,1,469
Super built-up  Area,4,3,250,Ready To Move,,4,1,3800
Super built-up  Area,2,1,29,Ready To Move,,2,1,883
Super built-up  Area,2,3,86,Ready To Move,,3,1,1820
Built-up  Area,2,3,65,Ready To Move,,3,1,1440
Super built-up  Area,4,1,160,Ready To Move,,6,1,3600
Built-up  Area,5,2,325,Ready To Move,,4,1,2500
Super built-up  Area,2,2,48,Under Construction,Aug,2,1,1225
Plot  Area,3,1,660,Ready To Move,,3,1,4000
Carpet  Area,2,3,52.8,Ready To Move,,2,1,875
Super built-up  Area,1,2,40,Ready To Move,,1,1,750
Super built-up  Area,2,3,80,Ready To Move,,2,1,1180
Super built-up  Area,2,2,47,Ready To Move,,2,1,1194
Super built-up  Area,2,2,62,Ready To Move,,3,1,1500
Super built-up  Area,2,2,52.2,Ready To Move,,2,1,1160
Built-up  Area,9,,265,Ready To Move,,9,1,4125
Super built-up  Area,3,1,262,Ready To Move,,3,1,2378
Super built-up  Area,2,1,60,Ready To Move,,2,1,1128
Super built-up  Area,3,1,150,Ready To Move,,3,1,1500
Built-up  Area,2,1,35.23,Under Construction,Aug,3,1,1220
Super built-up  Area,2,2,58,Ready To Move,,2,1,1210
Super built-up  Area,2,1,58,Under Construction,Oct,3,1,1100
Super built-up  Area,3,2,46,Ready To Move,,3,1,1200
Built-up  Area,5,,260,Under Construction,Mar,4,1,3385
Super built-up  Area,3,2,66,Ready To Move,,3,1,1641
Super built-up  Area,2,1,45,Ready To Move,,2,1,1200
Super built-up  Area,2,1,67.39,Ready To Move,,2,1,1260
Super built-up  Area,3,3,78,Ready To Move,,3,1,1720
Super built-up  Area,2,0,48.13,Ready To Move,,2,1,1132.5
Super built-up  Area,2,1,45.98,Ready To Move,,2,1,1210
Built-up  Area,4,2,200,Ready To Move,,4,1,2200
Super built-up  Area,2,1,45,Ready To Move,,3,1,1075
Built-up  Area,3,2,130,Ready To Move,,3,1,1702
Super built-up  Area,2,2,200,Ready To Move,,2,1,1630
Super built-up  Area,2,2,38.55,Ready To Move,,2,1,1141
Super built-up  Area,3,2,108,Under Construction,Apr,3,1,2072
Super built-up  Area,,,375,Under Construction,Dec,5,1,5520
Built-up  Area,2,0,70,Ready To Move,,3,1,1200
Super built-up  Area,3,0,77,Ready To Move,,3,1,1350
Built-up  Area,4,0,445,Under Construction,Mar,4,1,4046
Super built-up  Area,2,2,78.34,Under Construction,Dec,3,1,1180
Built-up  Area,3,3,130,Ready To Move,,3,1,35000
Super built-up  Area,2,2,115,Ready To Move,,2,1,1355
Plot  Area,1,0,50,Ready To Move,,1,1,600
Plot  Area,7,,150,Ready To Move,,7,1,1200
Super built-up  Area,2,1,120,Ready To Move,,3,1,1640
Plot  Area,5,0,100,Ready To Move,,5,1,1200
Super built-up  Area,2,2,57,Ready To Move,,3,1,1190
Plot  Area,4,2,375,Ready To Move,,4,1,2400
Super built-up  Area,2,2,49.85,Ready To Move,,2,1,1019
Super built-up  Area,3,2,165,Ready To Move,,3,1,1875
Super built-up  Area,3,2,40,Under Construction,May,3,1,1250
Plot  Area,3,2,140,Ready To Move,,3,1,1200
Super built-up  Area,2,1,56,Ready To Move,,2,1,1140
Super built-up  Area,3,1,109,Ready To Move,,3,1,1683
Super built-up  Area,3,,83.3,Ready To Move,,3,1,1515
Super built-up  Area,4,2,111,Under Construction,Dec,4,1,2118
Built-up  Area,3,0,58,Ready To Move,,4,1,1380
Super built-up  Area,2,2,61.75,Ready To Move,,2,1,1083
Plot  Area,2,1,55,Ready To Move,,2,1,600
Built-up  Area,3,3,120,Ready To Move,,3,1,2300
Super built-up  Area,2,2,60,Ready To Move,,2,1,1240
Super built-up  Area,3,1,120,Ready To Move,,3,1,1750
Super built-up  Area,2,,43.48,Under Construction,Apr,2,1,1230
Plot  Area,3,1,139,Under Construction,Aug,3,1,1500
Super built-up  Area,2,1,40.39,Ready To Move,,2,1,985
Plot  Area,2,1,87,Ready To Move,,3,1,1500
Built-up  Area,2,1,32.49,Under Construction,Dec,2,1,1125
Built-up  Area,2,1,44,Ready To Move,,2,1,950
Super built-up  Area,,,548.5,Under Construction,Dec,5,1,5600
Super built-up  Area,3,3,76,Ready To Move,,3,1,1580
Plot  Area,2,1,98.5,Ready To Move,,3,1,1092
Built-up  Area,2,1,28.34,Under Construction,Jul,2,1,1090
Built-up  Area,3,1,159,Under Construction,Mar,3,1,2264
Super built-up  Area,2,2,25.53,Under Construction,Aug,3,1,1033
Super built-up  Area,2,2,24.5,Under Construction,Apr,2,1,810
Super built-up  Area,2,0,45,Ready To Move,,2,1,1045
Super built-up  Area,2,1,82,Under Construction,Sep,2,1,1337
Super built-up  Area,2,2,32,Ready To Move,,2,1,1200
Super built-up  Area,3,2,160,Ready To Move,,3,1,1580
Super built-up  Area,2,3,54,Ready To Move,,3,1,1500
Super built-up  Area,4,2,91,Under Construction,Sep,3,1,1640
Super built-up  Area,3,2,62,Ready To Move,,3,1,1570
Super built-up  Area,2,2,82,Ready To Move,,3,1,1470
Super built-up  Area,2,2,40.61,Ready To Move,,2,1,1160
Built-up  Area,2,1,71,Ready To Move,,2,1,1050
Super built-up  Area,3,1,225,Under Construction,Jun,3,1,1855
Super built-up  Area,2,1,90,Ready To Move,,3,1,1460
Built-up  Area,3,2,100,Ready To Move,,3,1,1823
Super built-up  Area,2,2,42,Ready To Move,,2,1,1094
Super built-up  Area,2,2,57,Ready To Move,,2,1,1153
Built-up  Area,3,1,57,Ready To Move,,3,1,1325
Plot  Area,3,2,85,Ready To Move,,4,1,1200
Built-up  Area,2,2,125,Ready To Move,,3,1,1590
Plot  Area,4,2,160,Ready To Move,,5,1,1210
Plot  Area,4,0,220,Ready To Move,,4,1,1200
Super built-up  Area,2,1,48,Ready To Move,,2,1,1202
Built-up  Area,2,1,53,Ready To Move,,2,1,1202
Super built-up  Area,2,3,62.5,Ready To Move,,2,1,1200
Super built-up  Area,3,1,118,Under Construction,Feb,3,1,1688
Built-up  Area,2,1,52,Ready To Move,,2,1,1020
Super built-up  Area,2,2,47,Ready To Move,,2,1,1185
Super built-up  Area,2,1,52.04,Under Construction,Oct,2,1,1235
Super built-up  Area,5,1,500,Ready To Move,,4,1,3205
Super built-up  Area,2,2,37.64,Ready To Move,,2,1,1077
Super built-up  Area,2,3,66,Ready To Move,,3,1,1415
Super built-up  Area,3,2,162,Under Construction,Apr,3,1,2330
Super built-up  Area,2,2,35,Ready To Move,,2,1,805
Built-up  Area,1,0,20.03,Ready To Move,,1,1,425
Super built-up  Area,2,3,59.95,Ready To Move,,2,1,1155
Super built-up  Area,4,3,1250,Ready To Move,,4,1,5270
Super built-up  Area,2,1,22,Ready To Move,,2,1,656
Built-up  Area,2,0,48,Ready To Move,,2,1,1100
Super built-up  Area,2,3,52,Ready To Move,,2,1,1150
Plot  Area,1,1,60,Ready To Move,,1,1,600
Super built-up  Area,2,1,140,Ready To Move,,2,1,1468
Plot  Area,5,2,550,Ready To Move,,4,1,4300
Super built-up  Area,4,2,126,Under Construction,Dec,3,1,2280
Super built-up  Area,2,1,97,Ready To Move,,2,1,1341
Super built-up  Area,2,1,77,Ready To Move,,2,1,1279
Super built-up  Area,4,0,98.88,Under Construction,Dec,4,1,2225
Super built-up  Area,2,2,43.51,Ready To Move,,2,1,1185
Super built-up  Area,3,2,85,Ready To Move,,3,1,1750
Super built-up  Area,2,1,53.5,Ready To Move,,2,1,1152
Plot  Area,4,1,160,Ready To Move,,5,1,1000
Super built-up  Area,2,3,36,Ready To Move,,2,1,1300
Plot  Area,4,2,155,Under Construction,Nov,4,1,2760
Super built-up  Area,2,2,39,Under Construction,Aug,2,1,1070
Super built-up  Area,2,0,45,Ready To Move,,2,1,1101
Super built-up  Area,2,1,55,Ready To Move,,2,1,775
Super built-up  Area,1,1,36.85,Ready To Move,,1,1,667
Super built-up  Area,2,1,55,Ready To Move,,2,1,1070
Built-up  Area,2,2,110,Ready To Move,,3,1,1875
Super built-up  Area,2,1,57.99,Ready To Move,,2,1,735
Plot  Area,4,1,90,Ready To Move,,5,1,4360
Super built-up  Area,3,2,130,Ready To Move,,3,1,1750
Super built-up  Area,2,1,67,Ready To Move,,2,1,1215
Plot  Area,9,3,190,Ready To Move,,9,1,600
Super built-up  Area,2,1,30,Ready To Move,,2,1,820
Super built-up  Area,2,0,59.935,Under Construction,Dec,2,1,1177.5
Super built-up  Area,3,2,89.61,Ready To Move,,3,1,1779
Built-up  Area,2,2,58,Ready To Move,,2,1,1105
Built-up  Area,2,1,93,Ready To Move,,1,10.8,10800
Super built-up  Area,3,2,60,Ready To Move,,3,1,1650
Super built-up  Area,2,2,150,Ready To Move,,2,1,1694
Super built-up  Area,3,1,203,Ready To Move,,3,1,2376
Super built-up  Area,3,3,150,Ready To Move,,3,1,1975
Super built-up  Area,2,1,33,Ready To Move,,2,1,674
Super built-up  Area,2,1,41,Ready To Move,,2,1,1185
Super built-up  Area,1,0,28,Ready To Move,,1,1,445
Built-up  Area,7,,76,Ready To Move,,6,1,900
Super built-up  Area,3,2,75,Ready To Move,,3,1,1475
Super built-up  Area,3,3,82.5,Ready To Move,,3,1,1618
Super built-up  Area,2,0,65,Ready To Move,,2,1,1120
Super built-up  Area,3,2,152,Ready To Move,,4,1,2181
Plot  Area,4,0,90,Ready To Move,,4,1,1200
Plot  Area,4,3,65,Ready To Move,,6,1,600
Super built-up  Area,2,1,59.13,Under Construction,Oct,3,1,1556
Super built-up  Area,2,1,66.02,Under Construction,Feb,2,1,1179
Super built-up  Area,2,2,83,Ready To Move,,2,1,1296
Built-up  Area,2,2,52,Ready To Move,,2,1,1275
Built-up  Area,2,2,300,Ready To Move,,7,1,1875
Super built-up  Area,2,2,77,Ready To Move,,3,1,1400
Super built-up  Area,2,1,63,Ready To Move,,2,1,1222
Super built-up  Area,2,1,41,Ready To Move,,2,1,940
Super built-up  Area,2,2,42.6,Ready To Move,,2,1,1185
Super built-up  Area,3,2,112,Ready To Move,,3,1,1779
Super built-up  Area,3,2,59.76,Ready To Move,,3,1,1615
Super built-up  Area,,,453,Under Construction,Dec,4,1,4624.5
Super built-up  Area,2,1,61,Ready To Move,,2,1,1056
Super built-up  Area,2,0,46,Ready To Move,,2,1,1100
Built-up  Area,2,1,40,Ready To Move,,2,1,920
Super built-up  Area,2,0,75,Ready To Move,,3,1,1602
Built-up  Area,2,0,62,Ready To Move,,2,1,1176
Plot  Area,3,1,59,Ready To Move,,4,1,675
Super built-up  Area,3,0,135,Ready To Move,,3,1,1352
Built-up  Area,3,3,99,Ready To Move,,3,1,1717
Plot  Area,4,1,80,Under Construction,Apr,4,1,10961
Super built-up  Area,4,3,111,Under Construction,Jul,4,1,2119
Super built-up  Area,2,1,67.3,Ready To Move,,2,1,1246
Super built-up  Area,2,1,42.79,Under Construction,Jul,2,1,1141
Built-up  Area,2,1,84,Ready To Move,,2,1,1157
Super built-up  Area,2,2,27.68,Under Construction,Aug,2,1,1025
Built-up  Area,1,2,33,Ready To Move,,1,1,650
Super built-up  Area,2,1,98,Ready To Move,,2,1,1349
Super built-up  Area,3,1,83.3,Ready To Move,,3,1,1566
Super built-up  Area,3,3,195,Ready To Move,,4,1,2830
Built-up  Area,2,1,38.13,Under Construction,Dec,3,1,1320
Super built-up  Area,3,1,84.83,Under Construction,Nov,3,1,1780
Super built-up  Area,2,1,34.9,Ready To Move,,2,1,1091
Super built-up  Area,4,3,300,Ready To Move,,4,1,3670
Built-up  Area,2,1,50.49,Ready To Move,,2,1,918
Super built-up  Area,4,0,130,Under Construction,Dec,4,1,1950
Super built-up  Area,3,1,90,Ready To Move,,3,1,1695
Super built-up  Area,3,2,95,Ready To Move,,3,1,1705
Built-up  Area,3,2,75,Ready To Move,,3,1,1375
Super built-up  Area,1,1,30,Under Construction,Oct,1,1,525
Built-up  Area,2,1,83,Under Construction,Dec,2,1,1447
Super built-up  Area,2,1,39,Ready To Move,,2,1,1114
Super built-up  Area,2,1,100,Ready To Move,,3,1,1450
Super built-up  Area,1,0,15,Ready To Move,,2,1,460
Built-up  Area,2,2,40,Ready To Move,,2,1,1022
Built-up  Area,2,2,45,Ready To Move,,2,1,1000
Super built-up  Area,2,1,68.75,Under Construction,Apr,2,1,1128
Super built-up  Area,2,2,57,Under Construction,May,2,1,1180
Built-up  Area,6,1,69,Ready To Move,,6,1,1000
Plot  Area,2,1,150,Ready To Move,,2,1,1200
Super built-up  Area,3,2,660,Ready To Move,,3,1,3761
Super built-up  Area,2,3,75,Ready To Move,,2,1,1339
Super built-up  Area,2,3,55,Ready To Move,,3,1,1400
Super built-up  Area,2,1,39.52,Ready To Move,,2,1,1040
Super built-up  Area,2,2,58,Ready To Move,,2,1,1198
Plot  Area,3,,95,Ready To Move,,4,1,1200
Super built-up  Area,3,2,113,Ready To Move,,3,1,1691
Super built-up  Area,3,2,36,Ready To Move,,3,1,1075
Super built-up  Area,3,2,194,Under Construction,Jun,3,1,1630
Super built-up  Area,3,2,43.5,Under Construction,Jun,3,1,1240
Super built-up  Area,2,0,58.935,Under Construction,Dec,2,1,1122.5
Super built-up  Area,3,2,86.58,Ready To Move,,3,1,1665
Built-up  Area,3,,94,Ready To Move,,3,1,2489
Built-up  Area,2,2,70,Ready To Move,,2,1,1142
Super built-up  Area,3,1,184,Ready To Move,,3,1,1976
Plot  Area,4,,600,Ready To Move,,4,1,5500
Super built-up  Area,3,2,82,Ready To Move,,3,1,1853
Plot  Area,4,1,72,Ready To Move,,8,1,600
Super built-up  Area,2,2,92,Ready To Move,,2,1,1567
Super built-up  Area,2,1,27.24,Ready To Move,,2,1,1090
Plot  Area,4,2,125,Ready To Move,,6,1,1200
Plot  Area,4,1,640,Ready To Move,,4,1,2400
Super built-up  Area,2,2,51.47,Ready To Move,,2,1,1175
Built-up  Area,2,2,52,Ready To Move,,2,1,1200
Built-up  Area,2,1,41,Ready To Move,,2,1,995
Super built-up  Area,2,1,41.1,Ready To Move,,2,1,884
Plot  Area,3,2,80,Ready To Move,,5,1,900
Built-up  Area,2,2,57,Ready To Move,,2,1,1170
Super built-up  Area,2,1,46.55,Ready To Move,,2,1,1225
Super built-up  Area,2,1,73.3,Under Construction,Apr,2,1,1342
